,geo_id,% of Population Identifying as Black,Census tract,geometry
155,1400000US42003429500,5,429500,"MULTIPOLYGON (((-80.03492300000001 40.55362, -80.027467 40.553874, -80.020866 40.553871, -80.019141 40.550321, -80.018829 40.549616, -80.01748600000001 40.546845, -80.016929 40.54592, -80.014484 40.543825, -80.012451 40.540863, -80.010987 40.536332, -80.011038 40.533096, -80.01078200000001 40.532212, -80.009939 40.530571, -80.006681 40.527823, -80.00573900000001 40.526366, -80.00563099999999 40.526023, -80.005483 40.522821, -80.004195 40.514038, -80.00830499999999 40.514951, -80.012483 40.517562, -80.013592 40.519081, -80.015666 40.524787, -80.017698 40.527881, -80.018142 40.531286, -80.019126 40.534017, -80.019672 40.534768, -80.021984 40.537056, -80.025109 40.540084, -80.029455 40.544072, -80.03115200000001 40.545017, -80.033005 40.547129, -80.03433099999999 40.549142, -80.03492300000001 40.55362)))"
156,1400000US42003429600,8.4,429600,"MULTIPOLYGON (((-80.06232199999999 40.515864, -80.058494 40.517637, -80.057092 40.517068, -80.053805 40.517797, -80.053088 40.516605, -80.051452 40.520447, -80.048085 40.521136, -80.047808 40.518741, -80.047366 40.513962, -80.047321 40.513005, -80.04553799999999 40.513552, -80.04158 40.514831, -80.039946 40.515294, -80.035094 40.515891, -80.03272 40.516701, -80.030367 40.513994, -80.033072 40.513134, -80.035252 40.511795, -80.036271 40.510526, -80.036884 40.508152, -80.037057 40.507, -80.036965 40.506097, -80.038346 40.504928, -80.039781 40.500957, -80.043373 40.501027, -80.045987 40.499527, -80.046027 40.496812, -80.045406 40.494911, -80.046014 40.494865, -80.047112 40.494977, -80.051321 40.496462, -80.050573 40.497742, -80.04794800000001 40.502249, -80.05025999999999 40.503564, -80.050849 40.503839, -80.058289 40.508183, -80.059387 40.506753, -80.061592 40.505803, -80.062292 40.515437, -80.06232199999999 40.515864)))"
157,1400000US42003429700,1.2,429700,"MULTIPOLYGON (((-80.04592599999999 40.48813, -80.04512699999999 40.489047, -80.045545 40.490165, -80.044623 40.49166, -80.045179 40.493307, -80.046014 40.494865, -80.045406 40.494911, -80.046027 40.496812, -80.045987 40.499527, -80.043373 40.501027, -80.039781 40.500957, -80.038346 40.504928, -80.036965 40.506097, -80.037057 40.507, -80.036884 40.508152, -80.036271 40.510526, -80.035252 40.511795, -80.033072 40.513134, -80.030367 40.513994, -80.030176 40.513789, -80.031353 40.511567, -80.030629 40.511367, -80.029335 40.509138, -80.029382 40.506071, -80.028419 40.505263, -80.02644100000001 40.504303, -80.025137 40.503397, -80.022694 40.50067, -80.02188099999999 40.500122, -80.021237 40.499643, -80.020257 40.498226, -80.020079 40.497709, -80.019966 40.49723, -80.019944 40.496781, -80.02198300000001 40.493839, -80.02290600000001 40.495292, -80.025426 40.495332, -80.026562 40.496688, -80.027795 40.496124, -80.027784 40.4911, -80.02820699999999 40.491082, -80.0325 40.490981, -80.035447 40.490931, -80.03661700000001 40.490508, -80.040712 40.491455, -80.043251 40.489569, -80.04559399999999 40.487804, -80.04644399999999 40.487163, -80.04592599999999 40.48813)))"
158,1400000US42003430100,5.9,430100,"MULTIPOLYGON (((-80.031353 40.511567, -80.030176 40.513789, -80.029382 40.514716, -80.029777 40.515626, -80.02966000000001 40.516099, -80.026765 40.518225, -80.025406 40.518983, -80.02489799999999 40.51941, -80.02528599999999 40.520986, -80.02303000000001 40.520775, -80.01823899999999 40.514959, -80.017765 40.514417, -80.02148099999999 40.511569, -80.023883 40.509766, -80.025098 40.510089, -80.026545 40.50898, -80.02825799999999 40.509542, -80.030629 40.511367, -80.031353 40.511567)))"
159,1400000US42003430200,2.4,430200,"MULTIPOLYGON (((-80.048117 40.521891, -80.047433 40.521818, -80.04367000000001 40.521715, -80.042395 40.521705, -80.041152 40.522063, -80.039969 40.522256, -80.04061799999999 40.523633, -80.042243 40.527051, -80.040904 40.52851, -80.039644 40.527433, -80.036996 40.527426, -80.03668399999999 40.525653, -80.036131 40.525675, -80.035597 40.525748, -80.03495599999999 40.523906, -80.032287 40.524109, -80.02895100000001 40.524265, -80.02880999999999 40.522239, -80.026878 40.522224, -80.02528599999999 40.520986, -80.02489799999999 40.51941, -80.025406 40.518983, -80.026765 40.518225, -80.02966000000001 40.516099, -80.029777 40.515626, -80.029382 40.514716, -80.030176 40.513789, -80.030367 40.513994, -80.03272 40.516701, -80.035094 40.515891, -80.039946 40.515294, -80.04158 40.514831, -80.04553799999999 40.513552, -80.047321 40.513005, -80.047366 40.513962, -80.047808 40.518741, -80.048085 40.521136, -80.048117 40.521891)))"
160,1400000US42003431100,11.8,431100,"MULTIPOLYGON (((-80.057351 40.489006, -80.05498299999999 40.491957, -80.052423 40.494018, -80.05268100000001 40.494145, -80.051321 40.496462, -80.047112 40.494977, -80.046014 40.494865, -80.045179 40.493307, -80.044623 40.49166, -80.045545 40.490165, -80.04512699999999 40.489047, -80.04592599999999 40.48813, -80.04644399999999 40.487163, -80.049903 40.485523, -80.05110000000001 40.483782, -80.055787 40.48628, -80.057351 40.489006)))"
161,1400000US42003431400,7.9,431400,"MULTIPOLYGON (((-80.061592 40.505803, -80.059387 40.506753, -80.058289 40.508183, -80.050849 40.503839, -80.05025999999999 40.503564, -80.04794800000001 40.502249, -80.050573 40.497742, -80.056162 40.500693, -80.05665 40.500806, -80.057119 40.500885, -80.061378 40.501576, -80.061385 40.50183, -80.06144999999999 40.502909, -80.061592 40.505803)))"
162,1400000US42003431500,14.6,431500,"MULTIPOLYGON (((-80.06623500000001 40.490968, -80.06262099999999 40.49383, -80.062093 40.494442, -80.06093199999999 40.495549, -80.06112400000001 40.498304, -80.061295 40.500213, -80.061378 40.501576, -80.057119 40.500885, -80.05665 40.500806, -80.056162 40.500693, -80.050573 40.497742, -80.051321 40.496462, -80.05268100000001 40.494145, -80.052423 40.494018, -80.05498299999999 40.491957, -80.057351 40.489006, -80.055787 40.48628, -80.05110000000001 40.483782, -80.053179 40.48217, -80.054641 40.48297, -80.057236 40.484738, -80.063196 40.488654, -80.06623500000001 40.490968)))"
163,1400000US42003432300,12.3,432300,"MULTIPOLYGON (((-80.075357 40.508832, -80.06951599999999 40.508993, -80.068495 40.509, -80.063433 40.506717, -80.061592 40.505803, -80.06144999999999 40.502909, -80.061385 40.50183, -80.061378 40.501576, -80.061295 40.500213, -80.06112400000001 40.498304, -80.063023 40.499061, -80.065608 40.500078, -80.06586799999999 40.500186, -80.06796300000001 40.501382, -80.069056 40.501798, -80.071331 40.50265, -80.07208300000001 40.503179, -80.075024 40.50357, -80.075155 40.505452, -80.075357 40.508832)))"
164,1400000US42003432400,17.8,432400,"MULTIPOLYGON (((-80.075024 40.50357, -80.07208300000001 40.503179, -80.071331 40.50265, -80.069056 40.501798, -80.06796300000001 40.501382, -80.06586799999999 40.500186, -80.065608 40.500078, -80.063023 40.499061, -80.06112400000001 40.498304, -80.06093199999999 40.495549, -80.062093 40.494442, -80.06262099999999 40.49383, -80.06623500000001 40.490968, -80.067526 40.492271, -80.068862 40.493697, -80.072085 40.496197, -80.075005 40.498395, -80.074921 40.501371, -80.075024 40.50357)))"
165,1400000US42003434000,1.5,434000,"MULTIPOLYGON (((-80.087932 40.505607, -80.088081 40.506486, -80.088705 40.509432, -80.087678 40.510722, -80.08351999999999 40.510137, -80.08140899999999 40.511408, -80.080524 40.51226, -80.07795900000001 40.510987, -80.078509 40.510157, -80.075357 40.508832, -80.075155 40.505452, -80.075024 40.50357, -80.074921 40.501371, -80.075005 40.498395, -80.07779499999999 40.500184, -80.084564 40.502073, -80.08766799999999 40.502611, -80.08950400000001 40.5032, -80.087932 40.505607)))"
166,1400000US42003435000,10.2,435000,"MULTIPOLYGON (((-80.108617 40.513213, -80.10798800000001 40.514632, -80.10748100000001 40.516823, -80.101096 40.515482, -80.099069 40.514623, -80.097075 40.514766, -80.096306 40.516402, -80.093563 40.516522, -80.088584 40.516611, -80.087103 40.517016, -80.087678 40.510722, -80.088705 40.509432, -80.088081 40.506486, -80.087932 40.505607, -80.08950400000001 40.5032, -80.092901 40.50432, -80.09775 40.506617, -80.108363 40.510521, -80.108617 40.513213)))"
167,1400000US42003437000,2.2,437000,"MULTIPOLYGON (((-80.12209199999999 40.549091, -80.121289 40.550065, -80.11954299999999 40.551269, -80.11567100000001 40.552859, -80.11547400000001 40.554203, -80.11385199999999 40.558766, -80.113522 40.562274, -80.113951 40.566789, -80.116675 40.570457, -80.113884 40.570515, -80.113907 40.57546, -80.103517 40.56856, -80.086184 40.556911, -80.084993 40.556124, -80.08478100000001 40.555984, -80.081221 40.553516, -80.064048 40.542246, -80.063394 40.532711, -80.063345 40.531701, -80.062639 40.520041, -80.062641 40.519377, -80.06232199999999 40.515864, -80.062292 40.515437, -80.07766599999999 40.520369, -80.084125 40.522574, -80.095882 40.526587, -80.109127 40.531505, -80.121556 40.536256, -80.12209199999999 40.549091)))"
168,1400000US42003439000,1.8,439000,"MULTIPOLYGON (((-80.20800199999999 40.58806, -80.20678599999999 40.588153, -80.20416299999999 40.588568, -80.20097 40.591387, -80.19925600000001 40.592156, -80.194739 40.59679, -80.193281 40.596933, -80.190228 40.596182, -80.186519 40.596126, -80.18454 40.596834, -80.185188 40.598118, -80.188002 40.599181, -80.18848 40.600046, -80.184044 40.601132, -80.184753 40.603585, -80.18382099999999 40.604753, -80.18186 40.605831, -80.18053399999999 40.60759, -80.180755 40.609107, -80.177874 40.609482, -80.176025 40.608113, -80.173721 40.607705, -80.17201799999999 40.608152, -80.169972 40.607723, -80.169376 40.606618, -80.16681199999999 40.606677, -80.165784 40.60603, -80.160825 40.609491, -80.158691 40.609232, -80.15864500000001 40.605241, -80.133763 40.588242, -80.134502 40.588227, -80.152203 40.588017, -80.15602 40.587929, -80.15539200000001 40.577826, -80.156645 40.57705, -80.17052099999999 40.576211, -80.181517 40.576121, -80.181012 40.564613, -80.181422 40.564372, -80.18651 40.568902, -80.18949000000001 40.571434, -80.206406 40.586577, -80.207004 40.587099, -80.20800199999999 40.58806)))"
169,1400000US42003445500,10.1,445500,"MULTIPOLYGON (((-80.193304 40.541445, -80.19159399999999 40.54246, -80.18871300000001 40.544246, -80.181513 40.548595, -80.17830499999999 40.545311, -80.174232 40.548133, -80.174606 40.549736, -80.171755 40.550696, -80.17165799999999 40.548389, -80.17314399999999 40.548828, -80.173253 40.547188, -80.17724 40.544262, -80.174639 40.541615, -80.17285800000001 40.540532, -80.171561 40.541274, -80.168527 40.540576, -80.166129 40.541146, -80.162761 40.544071, -80.16390199999999 40.546709, -80.16169499999999 40.547445, -80.16080599999999 40.545252, -80.158992 40.546135, -80.15889300000001 40.548288, -80.156267 40.547519, -80.156291 40.545613, -80.15723800000001 40.544588, -80.15437900000001 40.544712, -80.156527 40.542588, -80.161271 40.542719, -80.163138 40.541564, -80.16868599999999 40.539553, -80.169448 40.537017, -80.17225000000001 40.53762, -80.175246 40.534884, -80.178648 40.52994, -80.186812 40.532356, -80.18796399999999 40.53292, -80.189976 40.533785, -80.191036 40.534477, -80.19271000000001 40.536464, -80.19524699999999 40.540459, -80.193304 40.541445)))"
170,1400000US42003446000,0.5,446000,"MULTIPOLYGON (((-80.210117 40.553327, -80.201018 40.559428, -80.197729 40.561659, -80.19315899999999 40.564917, -80.18651 40.568902, -80.181422 40.564372, -80.181012 40.564613, -80.18151899999999 40.561768, -80.180655 40.557234, -80.18177 40.556719, -80.18075 40.556187, -80.181513 40.548595, -80.18871300000001 40.544246, -80.19159399999999 40.54246, -80.193304 40.541445, -80.19524699999999 40.540459, -80.19568099999999 40.541206, -80.200312 40.546864, -80.205039 40.550998, -80.208755 40.552632, -80.210117 40.553327)))"
171,1400000US42003447000,1.5,447000,"MULTIPOLYGON (((-80.218977 40.581995, -80.218075 40.581903, -80.214427 40.580993, -80.211832 40.582484, -80.211167 40.584979, -80.208491 40.586825, -80.20800199999999 40.58806, -80.207004 40.587099, -80.206406 40.586577, -80.18949000000001 40.571434, -80.18651 40.568902, -80.19315899999999 40.564917, -80.197729 40.561659, -80.203304 40.566211, -80.20528299999999 40.564564, -80.209165 40.567088, -80.214624 40.571353, -80.213517 40.572236, -80.217394 40.574707, -80.21784 40.576168, -80.218706 40.578337, -80.21917500000001 40.579453, -80.218977 40.581995)))"
172,1400000US42003448000,4.1,448000,"MULTIPOLYGON (((-80.228579 40.573072, -80.223833 40.575454, -80.223787 40.577486, -80.222267 40.577971, -80.22079600000001 40.579617, -80.21917500000001 40.579453, -80.218706 40.578337, -80.21784 40.576168, -80.217394 40.574707, -80.213517 40.572236, -80.214624 40.571353, -80.209165 40.567088, -80.20528299999999 40.564564, -80.203304 40.566211, -80.197729 40.561659, -80.201018 40.559428, -80.210117 40.553327, -80.21361400000001 40.555828, -80.217592 40.559879, -80.219956 40.561622, -80.222735 40.564847, -80.226904 40.57051, -80.228953 40.572799, -80.228579 40.573072)))"
173,1400000US42003449000,1.1,449000,"MULTIPOLYGON (((-80.25142 40.556023, -80.24664 40.559636, -80.233369 40.569578, -80.228953 40.572799, -80.226904 40.57051, -80.222735 40.564847, -80.219956 40.561622, -80.217592 40.559879, -80.21361400000001 40.555828, -80.210117 40.553327, -80.208755 40.552632, -80.208128 40.552287, -80.21349600000001 40.544297, -80.21888199999999 40.545488, -80.225544 40.544623, -80.232073 40.547919, -80.234469 40.545923, -80.236119 40.545699, -80.240341 40.546403, -80.24033900000001 40.550185, -80.240275 40.553255, -80.24216 40.55316, -80.245835 40.556426, -80.24875400000001 40.554641, -80.25142 40.556023)))"
174,1400000US42003450700,18.5,450700,"MULTIPOLYGON (((-80.171595 40.513352, -80.17069600000001 40.514204, -80.16895 40.515427, -80.168085 40.516643, -80.166994 40.518126, -80.16679499999999 40.518407, -80.15667000000001 40.514603, -80.155046 40.51677, -80.154309 40.517278, -80.153043 40.516569, -80.152402 40.516161, -80.149637 40.514918, -80.149028 40.512252, -80.149281 40.511416, -80.14846300000001 40.510602, -80.148568 40.508696, -80.146286 40.506889, -80.147066 40.506255, -80.147904 40.505663, -80.150301 40.503551, -80.15452999999999 40.504588, -80.161124 40.506225, -80.161615 40.506461, -80.170231 40.510031, -80.17222599999999 40.510792, -80.171595 40.513352)))"
175,1400000US42003450800,23.6,450800,"MULTIPOLYGON (((-80.17659999999999 40.520046, -80.176182 40.520628, -80.17522 40.521856, -80.171257 40.527397, -80.162683 40.524299, -80.16239299999999 40.52418, -80.16148 40.523803, -80.159474 40.521037, -80.154309 40.517278, -80.155046 40.51677, -80.15667000000001 40.514603, -80.16679499999999 40.518407, -80.166994 40.518126, -80.168085 40.516643, -80.16895 40.515427, -80.17069600000001 40.514204, -80.171595 40.513352, -80.17222599999999 40.510792, -80.171566 40.509748, -80.174375 40.510525, -80.173444 40.511915, -80.17559199999999 40.516237, -80.178128 40.517856, -80.17659999999999 40.520046)))"
176,1400000US42003451101,3.2,451101,"MULTIPOLYGON (((-80.24875400000001 40.554641, -80.245835 40.556426, -80.24216 40.55316, -80.240275 40.553255, -80.24033900000001 40.550185, -80.240341 40.546403, -80.236119 40.545699, -80.234469 40.545923, -80.232073 40.547919, -80.225544 40.544623, -80.21888199999999 40.545488, -80.21349600000001 40.544297, -80.208128 40.552287, -80.208755 40.552632, -80.205039 40.550998, -80.200312 40.546864, -80.19568099999999 40.541206, -80.19524699999999 40.540459, -80.19271000000001 40.536464, -80.191036 40.534477, -80.189976 40.533785, -80.18796399999999 40.53292, -80.18995700000001 40.53102, -80.190889 40.531701, -80.193556 40.5345, -80.19431299999999 40.535504, -80.19649099999999 40.537349, -80.200075 40.537964, -80.20129 40.537173, -80.203017 40.533808, -80.20437200000001 40.532653, -80.20569500000001 40.528413, -80.207741 40.52688, -80.216038 40.523683, -80.217685 40.520071, -80.218048 40.519524, -80.219252 40.518174, -80.221435 40.516977, -80.223052 40.518832, -80.22404400000001 40.519608, -80.224378 40.520133, -80.224486 40.525534, -80.22659400000001 40.526477, -80.22917200000001 40.526002, -80.229026 40.527965, -80.230857 40.529544, -80.22860300000001 40.53284, -80.22902499999999 40.533917, -80.231244 40.535858, -80.235291 40.537972, -80.237008 40.538318, -80.239062 40.539441, -80.24266299999999 40.540015, -80.24643399999999 40.541836, -80.24538099999999 40.541866, -80.243066 40.544453, -80.24213899999999 40.54673, -80.244007 40.550494, -80.246042 40.55303, -80.24875400000001 40.554641)))"
177,1400000US42003451102,3.3,451102,"MULTIPOLYGON (((-80.221435 40.516977, -80.219252 40.518174, -80.218048 40.519524, -80.217685 40.520071, -80.216038 40.523683, -80.207741 40.52688, -80.20569500000001 40.528413, -80.20437200000001 40.532653, -80.203017 40.533808, -80.20129 40.537173, -80.200075 40.537964, -80.19649099999999 40.537349, -80.19431299999999 40.535504, -80.193556 40.5345, -80.190889 40.531701, -80.18995700000001 40.53102, -80.18796399999999 40.53292, -80.186812 40.532356, -80.178648 40.52994, -80.176301 40.528954, -80.171257 40.527397, -80.17522 40.521856, -80.17754499999999 40.523074, -80.178853 40.522561, -80.18025 40.522537, -80.184693 40.521946, -80.188446 40.519052, -80.189986 40.519547, -80.19089200000001 40.52131, -80.19224699999999 40.520849, -80.19674500000001 40.518479, -80.19704400000001 40.518091, -80.197839 40.516924, -80.197344 40.516329, -80.197847 40.515787, -80.198432 40.514629, -80.202389 40.509236, -80.20295400000001 40.508806, -80.207534 40.505476, -80.20755699999999 40.505457, -80.217686 40.514577, -80.21977099999999 40.515962, -80.2208 40.516428, -80.221435 40.516977)))"
